City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,datong,40.0936,113.2914,27.04,11,0,4.61,CN,1684037420
357,tutoia,-2.7619,-42.2744,25.1,92,75,3.32,BR,1684037402
358,iquique,-20.2208,-70.1431,17.02,70,98,0.85,CL,1684037421
359,tamiahua,21.2667,-97.45,23.62,84,100,1.28,MX,1684037422
360,mar del plata,-38.0023,-57.5575,13.3,83,0,2.57,AR,1684037377
361,nago,26.5881,127.9761,23.47,58,100,3.99,JP,1684037423
362,namtsy,62.7161,129.6658,11.52,34,78,1.54,RU,1684037423
363,nabire,-3.3667,135.4833,31.32,62,13,2.88,ID,1684037424
364,lai,9.3952,16.2989,29.27,54,95,1.78,TD,1684037425
365,balkanabat,39.5108,54.3671,22.13,47,100,4.32,TM,1684037425
366,susuman,62.7833,148.1667,-0.81,77,99,1.84,RU,1684037426
367,carauari,-4.8828,-66.8958,23.4,95,51,0.88,BR,1684037427
368,belle chasse,29.8549,-89.9906,25.99,86,8,2.24,US,1684037427
369,shahrak,34.1074,64.3052,13.61,34,0,1.13,AF,1684037428
370,kashihara-shi,34.509,135.7929,18.61,85,100,1.64,JP,1684037429
371,bowen,-20.0167,148.2333,25.96,62,98,7.05,AU,1684037430
372,coronel dorrego,-38.7187,-61.2873,14.62,55,91,4.07,AR,1684037430
373,magong,23.5654,119.5863,24.36,73,100,5.31,TW,1684037431
374,brandfort,-28.7001,26.4597,10.95,81,10,4.19,ZA,1684037432
375,gorokhovets,56.1947,42.7003,9.33,90,98,4.03,RU,1684037432
376,i-n-salah,27.1935,2.4607,29.68,13,99,1.72,DZ,1684037433
377,maitum,6.0392,124.4986,29.53,72,85,2.17,PH,1684037434
378,praia da vitoria,38.7333,-27.0667,17.64,93,76,3.36,PT,1684037434
379,sines,37.9562,-8.8698,13.49,82,0,3.66,PT,1684037435
380,yaren,-0.5472,166.916,28.21,80,100,3.06,NR,1684037435
381,margate,51.3813,1.3862,9.61,84,20,3.13,GB,1684037436
382,villa gesell,-37.2639,-56.973,11.7,79,93,4.0,AR,1684037371
383,catriel,-37.8791,-67.7956,15.45,37,97,0.61,AR,1684037437
384,mugia,43.1041,-9.2179,14.39,83,99,6.6,ES,1684037438
385,yuanlin,30.4151,112.8859,28.24,48,100,4.73,CN,1684037439
386,cidade velha,14.9167,-23.6167,23.26,78,75,3.09,CV,1684037439
387,intendente alvear,-35.2338,-63.592,16.5,64,100,3.71,AR,1684037440
388,coquimbo,-29.9533,-71.3436,11.85,100,0,1.03,CL,1684036832
389,masjed soleyman,31.9364,49.3039,28.97,18,26,2.23,IR,1684037441
390,smithers,54.7804,-127.1743,20.18,45,40,4.63,CA,1684037157
391,san isidro,-12.1167,-77.05,22.79,83,75,4.12,PE,1684037442
392,enewetak,11.3474,162.3373,27.95,76,29,6.31,MH,1684037443
393,charters towers,-20.1,146.2667,27.43,38,72,4.16,AU,1684037444
394,laguna,38.421,-121.4238,27.77,50,0,3.6,US,1684037316
395,shalqar,47.8333,59.6,13.82,53,88,4.81,KZ,1684037445
396,shenjiamen,29.9576,122.298,19.9,76,100,2.94,CN,1684037446
397,ciudad lazaro cardenas,17.9583,-102.2,26.42,66,1,2.02,MX,1684037446
398,dombarovskiy,50.7587,59.5386,10.35,64,19,2.98,RU,1684037447
399,east ballina,-28.8667,153.5833,18.22,98,15,2.71,AU,1684037447
400,madang,-5.2246,145.7966,28.61,86,76,2.86,PG,1684037448
401,ulaangom,49.9811,92.0667,9.64,47,93,4.16,MN,1684037449
402,paracuru,-3.41,-39.0306,28.39,85,43,2.87,BR,1684037233
403,douglas,41.3,-96.167,21.99,77,0,1.54,US,1684037294
404,dazhou,31.2159,107.5009,27.71,47,100,0.57,CN,1684037451
405,kununurra,-15.7667,128.7333,30.99,29,39,5.14,AU,1684037452
406,dzuunmod,48.2199,97.3744,14.06,37,93,11.32,MN,1684037453
407,palikir - national government center,6.9248,158.1611,26.41,94,100,2.06,FM,1684037453
408,kapoeta,4.7717,33.5903,26.05,56,62,5.82,SS,1684037454
409,fada,9.5667,8.3,23.29,75,13,0.74,NG,1684037454
410,pokaran,26.9167,71.9167,35.57,25,18,7.66,IN,1684037455
411,la foa,-21.7108,165.8276,25.04,63,99,2.49,NC,1684037456
412,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,66,40,3.09,ID,1684037457
413,pecos,31.4229,-103.4932,20.05,56,0,4.12,US,1684037257
414,morehead city,34.7229,-76.726,22.79,83,75,5.36,US,1684037459
415,rabo de peixe,37.8,-25.5833,14.73,82,20,1.54,PT,1684037459
416,bandon,51.7469,-8.7425,10.77,92,100,3.5,IE,1684037460
417,san jose de jachal,-30.2406,-68.7469,17.4,48,5,0.86,AR,1684037461
418,hasaki,35.7333,140.8333,22.34,65,100,8.31,JP,1684037461
419,luxor,25.6989,32.6421,23.03,27,87,2.47,EG,1684037462
420,akureyri,65.6835,-18.0878,4.89,99,100,2.22,IS,1684037463
421,caleta de carquin,-11.0925,-77.6267,21.03,82,3,3.2,PE,1684037463
422,kapuskasing,49.4169,-82.4331,3.53,54,98,1.89,CA,1684037464
423,abhar,36.1468,49.218,16.71,42,0,4.64,IR,1684037465
424,gogrial,8.5332,28.1004,27.98,49,49,2.25,SS,1684037465
425,quepos,9.4236,-84.1652,26.73,83,5,1.36,CR,1684037466
426,jiuquan,39.7432,98.5174,24.34,12,1,2.17,CN,1684037467
427,nuevo baztan,40.3673,-3.2413,10.81,82,5,3.12,ES,1684037468
428,aromashevo,56.8602,68.6375,11.28,39,17,2.79,RU,1684037468
429,suda,59.1525,37.5582,10.06,66,42,2.07,RU,1684037469
430,holualoa,19.6228,-155.9522,25.91,68,40,5.66,US,1684037470
431,los frentones,-26.4077,-61.4137,13.34,53,0,2.45,AR,1684037471
432,gamay,12.3854,125.2979,30.78,62,74,2.7,PH,1684037471
433,mata-utu,-13.2816,-176.1745,28.34,74,5,4.29,WF,1684037472
434,anatuya,-28.4606,-62.8347,15.29,54,30,3.66,AR,1684037473
435,kragero,58.8693,9.4149,9.76,78,10,3.17,NO,1684037473
436,moanda,-1.5575,13.2178,22.2,93,56,1.18,GA,1684037474
437,shatura,55.5725,39.5368,10.0,76,8,3.68,RU,1684037475
438,karema,-6.8205,30.4389,21.0,85,73,2.82,TZ,1684037475
439,burao,9.5221,45.5336,25.5,60,97,4.91,SO,1684037476
440,newton,42.337,-71.2092,17.84,36,0,4.63,US,1684037328
441,manokwari,-0.8667,134.0833,30.33,68,23,4.92,ID,1684037477
442,bel ombre,-4.6167,55.4167,27.85,78,66,3.51,SC,1684037478
443,bol'shoye boldino,55.0059,45.3142,8.44,91,73,5.27,RU,1684037479
444,micheweni,-4.9667,39.8333,25.69,83,58,3.81,TZ,1684037479
445,magadan,59.5667,150.8,5.85,90,82,2.55,RU,1684037436
446,mwinilunga,-11.7358,24.4293,13.2,71,37,1.15,ZM,1684037480
447,bushehr,28.9684,50.8385,29.45,44,18,7.98,IR,1684037481
448,betio village,1.358,172.9211,31.02,81,75,6.7,KI,1684037482
449,virginia beach,36.8529,-75.978,20.57,93,100,4.63,US,1684037413
450,gereshk,31.8209,64.5701,28.91,15,0,2.66,AF,1684037483
451,flying fish cove,-10.4217,105.6791,27.82,74,40,7.72,CX,1684037484
452,strezhevoy,60.7333,77.5889,9.01,52,98,4.99,RU,1684037485
453,ancud,-41.8697,-73.8203,12.59,92,100,3.16,CL,1684037485
454,severomorsk,69.0689,33.4162,9.22,87,100,3.98,RU,1684037486
455,barclayville,4.6797,-8.2339,25.1,92,96,0.68,LR,1684037487
456,yanjiang,30.1211,104.6481,25.98,47,100,2.03,CN,1684037487
457,yondo,7.0062,-73.9097,25.02,95,100,1.3,CO,1684037489
458,pitkyaranta,61.5734,31.4792,6.6,78,100,2.84,RU,1684037489
459,san antonio de pale,-1.4014,5.6325,27.46,81,62,3.41,GQ,1684037490
460,kruisfontein,-34.0033,24.7314,13.82,89,100,7.36,ZA,1684037491
461,pir jo goth,27.591,68.6179,34.0,13,2,3.45,PK,1684037491
462,hobyo,5.3505,48.5268,27.82,80,8,9.1,SO,1684037492
463,ridder,50.355,83.5133,11.3,93,100,2.46,KZ,1684037492
464,najran,17.4924,44.1277,27.29,21,0,1.28,SA,1684037493
465,atar,20.5169,-13.0499,29.89,17,25,3.92,MR,1684037494
466,shymkent,42.3,69.6,24.33,33,0,1.0,KZ,1684037494
467,balcarce,-37.8462,-58.2552,9.34,95,92,1.34,AR,1684037495
468,tarawa,1.419,172.984,31.05,74,20,4.63,KI,1684037496
469,urumqi,43.801,87.6005,25.53,24,0,3.0,CN,1684037496
470,lethbridge,49.7,-112.8186,17.03,61,1,3.86,CA,1684037497
471,selfoss,63.9331,-20.9971,4.47,95,100,9.9,IS,1684037498
472,floro,61.5996,5.0328,10.04,93,100,2.57,NO,1684037498
473,nadym,65.5333,72.5167,-3.6,80,76,6.48,RU,1684037499
474,markala,13.7021,-6.0659,31.96,41,99,4.47,ML,1684037499
475,rudnichnyy,59.617,52.4703,6.8,70,99,4.06,RU,1684037500
476,wynyard,-41.0,145.7167,15.54,71,65,1.82,AU,1684037501
477,newnham,-41.3833,147.1333,16.17,72,75,7.72,AU,1684037502
478,gobernador virasora,-28.05,-56.0333,10.02,83,3,1.61,AR,1684037503
479,salinas,36.6777,-121.6555,20.03,82,0,4.12,US,1684037335
480,shache,38.4167,77.2406,25.9,19,100,2.79,CN,1684037504
481,fukuecho,32.6881,128.8419,18.19,79,2,4.82,JP,1684037504
482,rakops,-21.0167,24.3333,17.5,42,6,1.03,BW,1684037505
483,madinat ash shamal,26.1293,51.2009,29.63,57,9,3.56,QA,1684037506
484,saint-joseph,-21.3667,55.6167,23.95,78,22,1.74,RE,1684037506
485,okha,53.5739,142.9478,6.97,70,18,4.47,RU,1684037507
486,hammerfest,70.6634,23.6821,5.25,87,100,7.72,NO,1684037508
487,anar darah,32.7587,61.654,27.08,17,0,4.19,AF,1684037508
488,oodweyne,9.4092,45.064,25.35,60,88,3.49,SO,1684037509
489,gorontalo,0.5412,123.0595,31.06,67,42,2.18,ID,1684037510
490,saipan,15.1355,145.701,32.39,100,40,4.63,MP,1684037510
491,sisimiut,66.9395,-53.6735,-3.25,81,44,3.05,GL,1684037511
492,burutu,5.3509,5.5076,26.7,85,100,2.13,NG,1684037512
493,prince rupert,54.3161,-130.3201,13.05,94,100,1.03,CA,1684037512
494,springbok,-29.6643,17.8865,7.07,78,0,7.64,ZA,1684037513
495,coahuayana de hidalgo,18.7,-103.6583,23.44,73,0,0.66,MX,1684037514
496,polyarnyy,69.1989,33.4478,4.94,96,99,3.18,RU,1684037514
497,saldanha,-33.0117,17.9442,13.25,80,0,7.66,ZA,1684037515
498,tsentoroy,43.0064,46.2231,6.17,98,100,0.93,RU,1684037516
499,beykonak,36.3257,30.303,21.08,66,1,1.83,TR,1684037516
500,chernomorskoye,45.5039,32.6997,13.51,77,100,1.58,UA,1684037517
501,egilsstadir,65.2653,-14.3948,6.54,82,100,6.69,IS,1684037518
502,lospalos,-8.5186,127.0025,25.95,63,57,5.82,TL,1684037518
503,salalah,17.0151,54.0924,30.05,70,40,1.54,OM,1684037519
504,sao felix do xingu,-6.6447,-51.995,24.24,83,78,0.16,BR,1684037519
505,nuuk,64.1835,-51.7216,-1.18,93,100,2.57,GL,1684037520
506,apartado,7.883,-76.6259,25.56,96,100,1.22,CO,1684037521
507,jonquiere,48.4165,-71.2488,2.12,72,14,4.61,CA,1684037508
508,pont rouge,48.8833,-72.0825,2.34,74,16,6.23,CA,1684037522
509,kuraymah,18.55,31.85,26.37,19,0,4.53,SD,1684037522
510,yarmouth,41.7057,-70.2286,16.26,84,0,6.71,US,1684037523
511,kathu,7.9178,98.3332,32.9,86,63,3.67,TH,1684037524
512,qingdao,36.0986,120.3719,18.79,68,89,4.08,CN,1684037524
513,malindi,-3.2175,40.1191,25.76,82,82,4.41,KE,1684037525
514,alesund,62.4723,6.1549,10.97,92,75,2.06,NO,1684037526
515,laojunmiao,39.8333,97.7333,19.6,13,3,3.13,CN,1684037526
516,acarau,-2.8856,-40.12,25.71,86,65,4.19,BR,1684037327
517,sitia,35.2,26.0986,18.88,70,20,4.04,GR,1684037528
518,moyynkum,44.2914,72.9469,26.0,31,48,5.78,KZ,1684037528
519,andergrove,-21.0833,149.1833,27.03,74,74,7.55,AU,1684037529
520,mount pearl,47.5166,-52.7813,8.31,97,100,6.69,CA,1684037530
521,south hedland,-20.4089,118.5983,30.96,18,73,3.6,AU,1684037530
522,wittenberg,44.8272,-89.1696,17.86,49,100,5.02,US,1684037531
523,hohhot,40.8106,111.6522,25.96,15,8,4.25,CN,1684037532
524,fernley,39.608,-119.2518,21.99,19,29,2.68,US,1684037472
525,kaihua,23.3687,104.28,15.71,90,100,2.34,CN,1684037533
526,varzea da palma,-17.5981,-44.7308,18.21,57,0,1.68,BR,1684037534
527,hammelburg,50.1167,9.9,7.14,94,37,2.24,DE,1684037534
528,nurota,40.5614,65.6886,24.75,28,1,4.48,UZ,1684037535
529,malango,-2.9627,119.9001,28.64,57,19,1.69,ID,1684037536
530,sao vicente,-23.9631,-46.3919,19.1,26,12,1.66,BR,1684037346
531,val-d'or,48.1002,-77.7828,2.44,69,36,4.44,CA,1684037537
532,tamanrasset,22.785,5.5228,22.95,38,0,4.12,DZ,1684037538
533,magdagachi,53.45,125.8,17.88,33,100,3.39,RU,1684037538
534,harstad,68.799,16.5293,6.75,97,100,9.39,NO,1684037539
535,abepura,-2.6333,140.5833,33.45,55,40,2.57,ID,1684037539
536,havre,49.5833,0.3333,9.22,93,100,4.63,FR,1684037540
537,port blair,11.6667,92.75,30.22,76,92,8.88,IN,1684037541
538,claveria,18.6074,121.0832,30.44,65,31,3.53,PH,1684037541
539,lagoa,39.05,-27.9833,16.71,89,100,3.5,PT,1684037542
540,polovinnoye,54.7914,65.9864,8.17,55,11,4.04,RU,1684037543
541,mili,6.0815,171.735,28.5,83,98,8.16,MH,1684037543
542,porto torres,40.835,8.3972,11.1,83,44,1.44,IT,1684037544
543,el nido,11.1858,119.3956,30.5,65,34,1.03,PH,1684037545
544,t'ongch'on-up,38.9539,127.8917,17.42,67,51,2.09,KP,1684037545
545,huicungo,-7.2833,-76.8,20.48,99,11,0.51,PE,1684037546
546,tangalle,6.024,80.7911,29.09,74,99,7.31,LK,1684037547
547,vila velha,-20.3297,-40.2925,21.97,84,100,2.57,BR,1684037547
548,turbat,26.0023,63.044,33.53,33,1,1.98,PK,1684037548
549,itati,-27.2704,-58.2446,12.76,79,29,2.1,AR,1684037549
550,olinda,-8.0089,-34.8553,27.85,74,40,2.06,BR,1684037549
551,sanghar,26.0466,68.9481,38.53,20,16,7.56,PK,1684037550
552,markovo,57.3206,107.0881,3.9,38,100,4.39,RU,1684037551
553,sitka,57.0531,-135.33,10.94,87,100,0.0,US,1684037551
554,semnan,35.5729,53.3971,26.96,17,9,2.11,IR,1684037552
555,ormara,25.2088,64.6357,28.58,83,1,5.31,PK,1684037553
556,jajce,44.3422,17.2656,11.09,99,100,1.12,BA,1684037553
557,fort st. john,56.2499,-120.8529,17.73,50,91,2.04,CA,1684037554
558,bandarbeyla,9.4942,50.8122,28.26,80,49,7.83,SO,1684037555
559,mareeba,-17.0,145.4333,28.58,60,98,3.55,AU,1684037555
560,savino,56.5929,41.2181,8.79,84,11,3.7,RU,1684037556
561,ratnagiri,16.9833,73.3,30.74,60,0,3.68,IN,1684037485
562,byron bay,-28.65,153.6167,18.17,79,25,2.26,AU,1684037370
563,bethanie,-26.4833,17.15,7.26,69,0,1.64,NA,1684037558
564,wenxing,28.6667,112.8833,28.29,53,100,2.99,CN,1684037558
565,kisesa,-3.0833,34.15,16.46,86,85,2.47,TZ,1684037559
566,westport,41.1415,-73.3579,19.9,36,0,4.47,US,1684037560
567,arawa,-6.2132,155.5367,28.81,82,53,1.74,PG,1684037560
568,bonnyville,54.2668,-110.735,16.61,59,57,3.72,CA,1684037553
569,sao gabriel da cachoeira,-0.1303,-67.0892,22.75,98,100,0.43,BR,1684037562
570,nili,33.7218,66.1302,16.85,35,0,1.87,AF,1684037562
571,vryburg,-26.9566,24.7284,12.56,47,34,2.14,ZA,1684037563
572,raholt,60.2667,11.1833,6.37,87,0,1.54,NO,1684037564
573,visby,57.6409,18.296,11.12,50,0,0.51,SE,1684037564
574,riviere-du-loup,47.8304,-69.5342,3.93,68,10,6.64,CA,1684037565
575,sigli,5.3848,95.9609,31.0,60,74,2.67,ID,1684037565
576,ryotsu-minato,38.0833,138.4333,15.35,86,100,1.86,JP,1684037566
577,olonets,60.9847,32.9698,9.59,68,95,1.51,RU,1684037567
578,ust'-ilimsk,58.0006,102.6619,2.65,39,93,5.28,RU,1684037296
579,felipe carrillo puerto,19.5833,-88.05,24.91,86,0,2.03,MX,1684037568
580,angaur state,6.906,134.13,29.16,68,20,3.76,PW,1684037569
581,usogorsk,63.4106,48.6872,4.1,65,81,1.13,RU,1684037569
582,pleven,43.4167,24.6167,11.4,78,100,2.35,BG,1684037570
583,ulsteinvik,62.3432,5.8487,10.97,91,98,0.45,NO,1684037571
584,qashar,53.3906,62.9297,7.88,62,60,3.79,KZ,1684037571
585,aimores,-19.4958,-41.0639,19.99,94,100,1.13,BR,1684037572
586,ouesso,1.6136,16.0517,21.98,92,89,0.8,CG,1684037573
